gene_id	gene_name	CBA_001	CBA_002	CBA_003	CBA_004	CBA_005	CBA_006	CBA_007	CBA_008	CBA_009	CBA_010
GOLGA8CP	GOLGA8CP	0	0	0	0	0	0	0	0	0	0
GOLGA8DP	GOLGA8DP	3	0	0	0	0	0	0	0	0	0
GOLGA8EP	GOLGA8EP	0	0	0	0	0	0	0	2.011	2.911	0
GOLGA8F	GOLGA8F	1.576	3	3	0	0	0	1	0	0	5.023
GOLGA8G	GOLGA8G	1.424	0	0	6	8.028	1.007	0	0	6.089	8.475
GOLGA8H	GOLGA8H	12.243	7.23	2.772	6.7	10.781	13	2.355	14.178	9.603	16.233
GOLGA8I	GOLGA8I	0	1	0	1	0	0	0	0	0	1
GOLGA8J	GOLGA8J	0	0	0	0	0	0	0	0	1.666	0
GOLGA8K	GOLGA8K	3.324	0	0	0	1.949	0	0	3.708	0	2.419
GOLGA8M	GOLGA8M	1.129	1.099	0	0	0	0	0	2	0	1.012
GOLGA8N	GOLGA8N	9.403	14.103	10.228	5.3	10.269	0	14.434	19.113	5.654	28.303
GOLGA8O	GOLGA8O	6.015	1.638	0	0	0	0	0	0	0	0
GOLGA8R	GOLGA8R	0	0	0	0	0	0	2.217	0	0	0
GOLGA8S	GOLGA8S	0	0	0	0	0	0	0	0	1.077	2.069
GOLGA8T	GOLGA8T	0	0	0	0	0	0	0	0	0	0
GOLGB1	GOLGB1	410	403	630	738.999	505	504.998	848	639.999	186	173
GOLIM4	GOLIM4	222	182	333	380	385	267	370	376	135	228
GOLM1	GOLM1	579	432	789	813	607	690	759	621	153	272
GOLPH3	GOLPH3	527	433	574	512	423	442	457	383	214	390
GOLPH3L	GOLPH3L	192	153	197	183	143	152	165	152	48	71
GOLT1A	GOLT1A	4	0	4	8	0	0	0	5	2	0
GOLT1B	GOLT1B	3802	2934	3095	2917	4811	2716	4455	3326	1028	561
GON4L	GON4L	304.891	317.775	390.488	471.688	359.129	353.547	442.692	355.737	80.485	87
GOPC	GOPC	484	388	583	468	637	423	598	396	441	411
GORAB	GORAB	994	892	788	687	781	624	763.999	809	146	97
GORASP1	GORASP1	44	31	48	39	35	35	47	23	21	33
GORASP2	GORASP2	313	203	365	334	243	278	353	193	53	99
GOSR1	GOSR1	610	423	581	592	576.999	434.001	601.999	518	157.001	122
GOSR2	GOSR2	554.999	492	587.999	570.999	788	596	789.001	464	139	111
GOT1	GOT1	341	268	483	566	329	446	456	284	35	26
GOT1L1	GOT1L1	0	0	0	0	0	0	0	0	0	0
GOT2	GOT2	576	356	601	644	416	531	570	292	98	96
GP1BA	GP1BA	0	1	0	0	0	0	0	1	0	0
GP1BB	GP1BB	6	1.683	3	3.932	8	0	0	2	0	1
GP2	GP2	0	0	0	1	0	0	0	0	0	0
GP5	GP5	0	0	0	0	0	1	0	0	0	0
GP6	GP6	0	1	0	0	0	0	0	1	0	0
GP9	GP9	0	0	0	0	0	0	0	0	0	0
GPA33	GPA33	0	0	0	0	0	0	0	0	0	0
GPAA1	GPAA1	273	177	397	393	174	360	341	180	17	75
GPALPP1	GPALPP1	678	522	692.001	647	694	567	764	524	127	96
GPAM	GPAM	92	64	127	107	92	67	110	98	50	48
GPANK1	GPANK1	73	58	99	128	84	92.001	124	80	7	25
GPAT2	GPAT2	2	0	0	1	1	0	0	0	0	0
GPATCH1	GPATCH1	71	51	105	88	52	51	113	55	21	10
GPATCH11	GPATCH11	441	346	419	499	477	312	489	372	151	157
GPATCH2	GPATCH2	243	235	191	199.999	205	155	255	167	49	59
GPATCH2L	GPATCH2L	86	76	114	118	110	97.999	141.999	70	16	15
GPATCH3	GPATCH3	11	15	34	17	9	17	18	28	3	12
GPATCH4	GPATCH4	682.999	528	790	701	821	653	1036	410	129.001	116
GPATCH8	GPATCH8	129	133	174	171	125	148	175	161	32	77
GPBAR1	GPBAR1	0	1	0	1	0	0	1	0	0	0
GPBP1	GPBP1	1418.999	1245	1179.999	1026	992.999	960	1430	931.999	224.999	269.001
GPBP1L1	GPBP1L1	467	367	453	498	419	399	537.999	379	138	183
GPC1	GPC1	51	55	78	70	56	78	75	21	9	54
GPC2	GPC2	0	0	1	3	0	0	1	0	2	2
GPC3	GPC3	0	0	2	1	1	0	1	2	2	2
GPC4	GPC4	68	42	64	48	52	59	69	32	42	47
GPC5	GPC5	1	1	0	1	0	6	0	0	0	2
GPC5-AS1	GPC5-AS1	0	0	0	0	0	0	0	0	0	0
GPC6	GPC6	808	614	1015	948	1285	785	1027	861	422	326
GPC6-AS1	GPC6-AS1	0	0	0	0	0	0	0	0	0	1
GPC6-AS2	GPC6-AS2	0	0	0	0	0	0	0	0	0	0
GPCPD1	GPCPD1	1256	1325.001	1146	1008	1177.001	800	1147	1192	198	147
GPD1	GPD1	0	1	0	0	0	1	0	0	0	0
GPD1L	GPD1L	95	61	121	115	131	79	113	118	92	121
GPD2	GPD2	455	284.001	429	410	398	340	452	337	118	156
GPER1	GPER1	3	1	8	13	3	7	4	5	1	7
GPHA2	GPHA2	0	0	0	0	0	0	0	0	0	0
GPHB5	GPHB5	0	0	0	0	0	0	0	0	0	0
GPHN	GPHN	45	43	100	84	48	54	111	50	36	25
GPI	GPI	427	332	552	604	525	548	672	309	93	190
GPIHBP1	GPIHBP1	0	0	0	0	0	0	0	0	0	0
GPKOW	GPKOW	103	76	156	159	76	150	88	65	17	21
GPLD1	GPLD1	2	3	2	8	11	4	0	10	4	7
GPM6A	GPM6A	1	1	6	5	4	0	3	6	3	1
GPM6B	GPM6B	693.999	624	1352	1642	986.999	898	1108	1536.999	26	13
GPN1	GPN1	1080.999	781.001	964	1071	1105.001	900.999	1413	710.001	134	69
GPN2	GPN2	73	81	108	136	109	118	119	72	7	10
GPN3	GPN3	953.999	801	1029	1277	1032	888	1050.999	974	180	138
GPNMB	GPNMB	243	290	363	374	161.001	185	223	582	117	46
GPR1	GPR1	4	2	0	0	3	1	0	2	3	1
GPR1-AS	GPR1-AS	0	0	0	0	0	0	0	3	0	0
GPR101	GPR101	0	1	0	0	0	0	0	0	0	0
GPR107	GPR107	148	126	169	175	171.999	144	191.001	129.001	48	73
GPR108	GPR108	209	162	341	410	173	247	253	164	12	22
GPR110	GPR110	4	4	0	1	1	0	1	5	0	2
GPR111	GPR111	0	1	2	1	0	0	0	0	0	1
GPR112	GPR112	1	0	0	1	0	0	0	2	2	2
GPR113	GPR113	7	0	1	0	2	1	3	1	0	0
GPR114	GPR114	0	0	0	0	0	0	0	0	0	0
GPR115	GPR115	0	1	0	0	0	0	0	0	2	0
GPR116	GPR116	0	0	0	1	0	0	0	0	0	0
GPR119	GPR119	0	0	0	0	1	0	0	0	0	0
GPR12	GPR12	2	0	0	0	1	0	1	0	1	0
GPR123	GPR123	0	1	0	0	0	0	0	0	0	0
GPR124	GPR124	9	8	5	5	7	8	10	7	2	11
GPR125	GPR125	52	43	74	91	67	55	74	53	34	22
GPR126	GPR126	20	14	4	5	17	4	14	9	10	2
GPR128	GPR128	0	0	4	0	0	0	0	2	0	0
GPR132	GPR132	0	0	2	1	0	0	0	0	0	0
GPR133	GPR133	0	1	0	0	0	0	0	0	0	0
GPR135	GPR135	2	2	0	1	0	4	0	1	0	1
GPR137	GPR137	15	19.999	33	25	14	18	18	12.001	4	14
GPR137B	GPR137B	21	23	22	35	19	18	31	37	4	34
GPR137C	GPR137C	32	16	87	57	42	29	41	78	54	44
GPR139	GPR139	0	0	0	0	0	0	0	0	0	0
GPR141	GPR141	3	0	2	0	0	0	0	0	0	0
GPR142	GPR142	0	0	0	0	0	0	0	0	0	0
GPR143	GPR143	0	0	0	1	3	1	3	1	1	0
GPR144	GPR144	0	1	0	0	0	0	0	0	0	0
GPR146	GPR146	7	2	10	7	0	4	6	14	0	1
GPR148	GPR148	0	0	0	0	0	0	0	0	0	0
GPR149	GPR149	0	0	0	0	0	0	0	0	0	0
GPR15	GPR15	0	0	0	0	0	0	0	0	0	0
GPR150	GPR150	2	1	0	0	0	0	0	0	0	0
GPR151	GPR151	0	0	0	1	0	0	0	3	0	0
GPR152	GPR152	0	0	0	0	0	0	0	0	0	0
GPR153	GPR153	0	1	0	0	0	0	0	0	0	0
GPR155	GPR155	38	37	57	77	44	44	85	52	10	18
GPR156	GPR156	0	2	0	7	2	5	1	3	0	1
GPR157	GPR157	2	5	2	0	1	0	2	0	0	0
GPR158	GPR158	0	0	2	0	1	0	0	0	0	0
GPR158-AS1	GPR158-AS1	0	1	0	1	0	0	0	0	0	0
GPR160	GPR160	17	5	16	5	12	7	11	6	5	12
GPR161	GPR161	121	94	148	146	110	110	173	66	46	50
GPR162	GPR162	5	8	18	30	9	23	13	12	0	4
GPR17	GPR17	0	0	0	0	0	0	0	0	0	0
GPR171	GPR171	1	2	0	0	0	1	0	0	0	0
GPR173	GPR173	3	1	7	5	2	4	6	5	0	6
GPR174	GPR174	0	3	0	2	0	0	0	0	0	0
GPR176	GPR176	206	196	136	84	179	168	188	65	52	80
GPR179	GPR179	4	2	0	0	1	0	0	0	0	0
GPR18	GPR18	6	12	8	11	9	8	5	9	1	1
GPR180	GPR180	1916	1310	1511	900	1244	1252	1435	843	512	367
GPR182	GPR182	0	0	0	0	0	0	0	0	0	0
GPR183	GPR183	7	11	6	7	14	3	19	9	20	4
GPR19	GPR19	19	28	25	40	15	30	4	43	5	2
GPR20	GPR20	0	0	0	0	0	0	0	0	0	0
GPR21	GPR21	2	1	4	1	2	1	0	2	0	0
GPR22	GPR22	40	28	28	19	19	16	10	22	3	6
GPR25	GPR25	0	0	0	0	0	0	0	0	0	0
GPR26	GPR26	2	2	0	0	0	0	0	0	0	0
GPR27	GPR27	0	0	0	0	0	0	0	0	0	0
GPR3	GPR3	16	15	20	29	13	30	26	13	2	6
GPR31	GPR31	0	0	0	0	0	0	0	0	0	0
GPR32	GPR32	0	0	0	1	0	0	0	0	0	0
GPR33	GPR33	0	0	0	0	0	0	0	0	0	0
GPR34	GPR34	2	2	0	1	3	3	1	3	1	6
GPR35	GPR35	0	0	0	0	0	0	0	0	0	0
GPR37	GPR37	0	1	0	0	0	0	0	1	0	0
GPR37L1	GPR37L1	2	2	0	1	0	0	0	0	0	0
GPR39	GPR39	43	50	64	96	38	58	43	28	5	1
GPR4	GPR4	2	2	0	1	0	0	0	0	0	0
GPR45	GPR45	0	0	0	0	0	0	0	0	0	0
GPR50	GPR50	1	0	0	0	0	0	0	0	0	0
GPR52	GPR52	0	0	0	1	0	0	0	0	0	0
GPR55	GPR55	0	0	0	0	0	0	0	0	0	0
GPR56	GPR56	30	32	42	37	63	44	29	19	28	20
GPR6	GPR6	0	0	0	0	0	0	0	0	0	0
GPR61	GPR61	0	0	1	1	0	0	0	0	0	0
GPR62	GPR62	0	1	0	0	0	0	0	0	0	0
GPR63	GPR63	4	1	0	0	0	0	1	2	0	0
GPR64	GPR64	2	2	0	3	11	0	1	8	6	0
GPR65	GPR65	0	0	2	0	0	1	0	0	0	1
GPR68	GPR68	0	0	0	0	0	0	0	0	0	0
GPR75	GPR75	2	2	3	2	0	1	2	3	0	2
GPR75-ASB3	GPR75-ASB3	0	0	0	0	0	0	0	0	0	0
GPR78	GPR78	0	0	0	0	0	0	0	0	0	0
GPR82	GPR82	1	1	0	0	1	0	1	0	1	1
GPR83	GPR83	3	2	0	0	1	0	0	1	0	1
GPR84	GPR84	0	0	0	1	0	0	1	0	0	0
GPR85	GPR85	3	11	2	7	2	4	2	2	0	7
GPR87	GPR87	12	9	1	0	1	2	2	1	4	1
GPR88	GPR88	0	0	4	1	0	1	0	2	0	3
GPR89A	GPR89A	1193.436	796.295	1018.67	1100.271	1279.365	991.196	1234.471	1070.75	222.135	104.173
GPR89B	GPR89B	276.565	153.705	245.33	211.727	312.634	188.805	287.529	283.251	74.865	16.828
GPR97	GPR97	0	0	2	0	0	0	0	0	0	0
GPR98	GPR98	1	2	1	2	0	0	0	3	0	0
GPRASP1	GPRASP1	6	10	6	7	7	4	2	3	0	11.142
GPRASP2	GPRASP2	0	0	6.202	0	0	0	0	0	38	40.858
GPRC5A	GPRC5A	130	80	79	38	76	77	156	32	11	10
GPRC5B	GPRC5B	1	2	2	2	0	2	6	4	3	0
GPRC5C	GPRC5C	0	1	4	1	2	3	1	7	0	0
GPRC5D	GPRC5D	0	1	0	0	0	0	0	0	0	0
GPRC6A	GPRC6A	0	0	0	0	0	0	0	0	0	0
GPRIN1	GPRIN1	20	22	11	23	28	16	12	5	2	3
GPRIN2	GPRIN2	0	0	0	0	0	0	0	0	0	0
GPRIN3	GPRIN3	1	2	4	1	0	1	7	3	0	1
GPS1	GPS1	216	191	364.001	426	243	361	374	139	9	61
GPS2	GPS2	915	937	1286	1436	1294	1030	1251	944	34	110
GPSM1	GPSM1	5	13	23	17	9	19	18	7	1	10
GPSM2	GPSM2	477.001	312.001	565.001	904	488	442	650.001	513	193	149
GPSM3	GPSM3	0	0	2	1	1	1	1	3	0	1
GPT	GPT	0	0	0	0	0	0	0	0	0	0
GPT2	GPT2	34	33	45	48	46	42	53	30	9	22
GPX1	GPX1	3072	2632	3288	3436	3689	2752	3586	2430	356	587
GPX2	GPX2	0	0	0	0	0	0	0	0	0	0
GPX3	GPX3	1	0	1	2	1	2	4	1	0	1
GPX4	GPX4	3938	3649.999	3772	4445.001	4883	3220	4769	3967	468	1324
GPX5	GPX5	0	0	0	0	0	0	0	0	0	0
GPX6	GPX6	0	0	0	0	0	0	0	0	0	0
GPX7	GPX7	105.001	84	142	199	130	95	136	174	37	48
GPX8	GPX8	2114	1598	1820	1644	2604	1585	2651	1759	649	446
GRAMD1A	GRAMD1A	36	44	39	65	42	39	55	26	1	10
GRAMD1B	GRAMD1B	1	3	0	0	2	1	0	0	5	3
GRAMD1C	GRAMD1C	53	58	71	124	87	63	134	105	8	12
GRAMD2	GRAMD2	0	0	0	1	0	0	0	1	0	1
GRAMD3	GRAMD3	331	220	331	302	252	268.999	423	223.001	60	108
GRAMD4	GRAMD4	8	15	24	33	9	12	27	22	6	22
GRAP	GRAP	0	0	0	0	0	0	0	0	0	0
GRAP2	GRAP2	0	0	0	0	0	0	0	0	0	0
GRAPL	GRAPL	1	0	0	0	0	0	1	1	0	0
GRASP	GRASP	0	0	0	0	0	0	0	0	0	0
GRB10	GRB10	348	294	357.999	296.999	364.001	347.001	406	183	101	83
GRB14	GRB14	5	3	0	7	0	3	6	2	1	4
GRB2	GRB2	430	440	494	486	487	471	666	241	56	144
GRB7	GRB7	0	0	1	0	0	0	0	0	0	0
GREB1	GREB1	0	5	0	6	2	3	0	2	1	2
GREB1L	GREB1L	15	3	4	1	0	7	1	6	0	0
GREM1	GREM1	3	0	0	0	0	0	1	2	0	0
GREM2	GREM2	1	2	0	1	1	0	0	2	2	5
GRHL1	GRHL1	5	8	6	4	2	5	9	3	2	9
GRHL2	GRHL2	0	1	0	0	0	0	0	0	0	1
GRHL3	GRHL3	0	1	0	0	0	0	1	0	0	0
GRHPR	GRHPR	781	673	1023	1080	1021	977	987	596	91	203
GRIA1	GRIA1	60	24	73	48	63	54	64	26	1	0
GRIA2	GRIA2	0	0	0	0	0	0	0	2	0	0
GRIA3	GRIA3	2	0	1	0	4	0	0	5	2	9
GRIA4	GRIA4	4	0	18	51	29	4	2	60	0	0
GRID1	GRID1	0	0	0	0	0	0	0	0	1	0
GRID1-AS1	GRID1-AS1	0	0	0	0	0	0	0	0	0	0
GRID2	GRID2	0	1	0	0	0	0	0	0	0	3
GRID2IP	GRID2IP	0	0	0	0	0	0	0	0	0	0
GRIK1	GRIK1	3	0	4	4	3	5	6	4	0	0
GRIK1-AS1	GRIK1-AS1	0	1	0	1	1	0	0	0	0	0
GRIK1-AS2	GRIK1-AS2	1	2	5	4	3	6	3	2	0	0
GRIK2	GRIK2	153	121	281	345	219	173	330	284	27	11
GRIK3	GRIK3	2	0	0	0	0	0	0	0	0	0
GRIK4	GRIK4	0	0	0	0	0	0	0	0	0	0
GRIK5	GRIK5	0	1	1	1	1	5	4	4	0	1
GRIN1	GRIN1	0	0	0	0	0	0	0	0	0	0
GRIN2A	GRIN2A	5	2	1	2	0	0	0	0	1	1
GRIN2B	GRIN2B	1	0	0	0	1	0	0	0	0	0
GRIN2C	GRIN2C	0	1	0	1	0	0	0	0	0	0
GRIN2D	GRIN2D	0	0	0	0	0	0	0	0	0	0
GRIN3A	GRIN3A	4	0	3	0	0	0	0	2	0	4
GRIN3B	GRIN3B	0	0	1	1	0	0	2	3	1	2
GRINA	GRINA	166	173	164	88	142	91.999	146	111	7	77
GRIP1	GRIP1	4	1	0	0	0	2	3	1	0	4
GRIP2	GRIP2	0	4	1	0	0	1	0	0	0	2
GRIPAP1	GRIPAP1	70	56	91	76	58	82	89	54	13	37
GRK1	GRK1	0	0	0	0	0	0	0	1	0	0
GRK1-2	GRK1	0	0	0	0	0	0	0	0	0	0
GRK4	GRK4	8	2	5	4	5	5	3	8	2	3
GRK5	GRK5	17	17	27	28	32	26	16	5	5	16
GRK5-IT1	GRK5-IT1	1	1	3	2	2	5	5	1	0	0
GRK6	GRK6	54	47	52	82	43	54	59	16	2	15
GRK7	GRK7	0	1	0	0	0	0	0	0	0	0
GRM1	GRM1	1	0	0	0	0	0	0	6	0	8
GRM2	GRM2	0	0	0	0	0	0	0	0	0	0
GRM3	GRM3	1	1	0	2.049	0	0	0	1	0	0
GRM4	GRM4	0	0	0	1	0	0	0	1	0	0
GRM5	GRM5	1	0	0	0	0	0	0	0	0	0
GRM5-AS1	GRM5-AS1	2	2	0	0	0	0	0	1	0	0
GRM6	GRM6	0	1	1	0	0	0	1	1	0	0
GRM7	GRM7	1	0	0	0	0	0	0	0	0	0
GRM8	GRM8	1	0	1	0	0	0	0	0	1	0
GRN	GRN	200	186	286	275	125	206	155	167	23	105
GRP	GRP	0	0	0	0	0	0	0	0	0	0
GRPEL1	GRPEL1	901	820	1093	1057	1348	1094	1480	767	89	65
GRPEL2	GRPEL2	186	187	226	165	274	151	248	162	94	90
GRPR	GRPR	16	10	39	32	9	17	32	11	0	0
GRSF1	GRSF1	476	431	527	551	555	389	660	381.001	284	290.999
GRTP1	GRTP1	1	0	2	1	0	0	4	0	3	1
GRWD1	GRWD1	98	92	161	126	86	156	128	73	15	19
GRXCR1	GRXCR1	0	0	0	0	0	0	0	0	0	0
GRXCR2	GRXCR2	0	0	0	0	0	0	0	0	0	0
GS1-122H1.2	GS1-122H1.2	0	0	0	0	0	0	0	0	0	0
GS1-18A18.1	GS1-18A18.1	0	0	0	0	0	0	0	0	0	0
GS1-204I12.1	GS1-204I12.1	0	0	0	0	0	0	0	0	0	0
GS1-24F4.2	GS1-24F4.2	0	0	0	0	0	0	0	0	0	0
GS1-251I9.4	GS1-251I9.4	176	192	261	421	530	206	396	301	164	215
GS1-259H13.2	GS1-259H13.2	18	13	10	17	7	5	16	8	3	2
GS1-279B7.1	GS1-279B7.1	0	0	0	0	0	0	0	0	0	0
GS1-600G8.3	GS1-600G8.3	0	0	0	0	0	0	0	0	0	0
GSAP	GSAP	366	197	311	340.999	222	197.001	290	217	43	36
GSC	GSC	0	1	1	0	0	0	0	2	0	0
GSC2	GSC2	0	0	0	0	0	0	0	0	0	0
GSDMA	GSDMA	1	0	0	0	0	0	0	0	0	0
GSDMB	GSDMB	10	4	3	3	5	4	8	5	2	5
GSDMC	GSDMC	2	1	1	0	0	1	0	1	0	0
GSDMD	GSDMD	76	55	64	41	23	58	51	30	4	21
GSE1	GSE1	58	41	70	55	53	43	69	53	61	88
GSG1	GSG1	1	1	0	0	0	0	1	1	0	0
GSG1L	GSG1L	1	0	1	0	0	0	0	0	0	0
GSG2	GSG2	7	4	9	6	6	2	4	13	5	5
GSK3A	GSK3A	20	30	32	31	40	31	56	33	2	13
GSK3B	GSK3B	249	212	337	402.001	460	220	480	339	230	231
GSKIP	GSKIP	2699.001	2224.999	2328	2704	3004	1899.999	2927.999	2253	525	140
GSN	GSN	108	75	239	303	111	144	128	227	19	59
GSN-AS1	GSN-AS1	4	1	6	9	2	4	9	3	0	0
GSPT1	GSPT1	821	637	839	823	972.775	663.001	1022	521.001	443	329
GSPT2	GSPT2	83	129	92	115	112.226	79	79	112	49	73
GSR	GSR	120	87	153	171	116	135	175	99	36	157
GSS	GSS	433	323	609	742	403	493	566	343	72	105
GSTA1	GSTA1	0	0	0	0	0	0	0	0	0	0
GSTA2	GSTA2	2	1	2	0	4	0	2	0	4	1
GSTA3	GSTA3	0	0	0	0	0	0	0	0	0	0
GSTA4	GSTA4	309	202	621	1112	686	321	614	972	115	107
GSTA5	GSTA5	0	0	1	0	0	0	0	0	0	0
GSTA7P	GSTA7P	1	1	0	0	1	0	0	0	0	0
GSTCD	GSTCD	60	34	54	52	51	24	62	42	11	19
GSTK1	GSTK1	1695	1309.001	1989.999	2079	1780	1435	1912	1880	177	165
GSTM1	GSTM1	782.705	613.62	844.99	991.71	941.24	742.275	969.167	829.263	70.474	60.345
GSTM2	GSTM2	458.217	301.082	380.209	507.401	434.567	278.268	422.799	510.031	22.78	34.408
GSTM2P1	GSTM2P1	0	0	0	0	0	1.001	0	0	0	0
GSTM3	GSTM3	640	450	711	944	1094	618	864	1026	282	168
GSTM4	GSTM4	364.067	261.298	467.798	746.818	388.152	340.457	369.033	620.695	70.745	51.246
GSTM5	GSTM5	3.011	0	2.003	9.073	5.041	0	0	9.012	0	0
GSTO1	GSTO1	4611.999	3437	3777	3707	4862	3076	4493	3256	977	893
GSTO2	GSTO2	5.265	4.305	1.049	3	3	3.067	3.054	3	3	2
GSTP1	GSTP1	4398	3808	4862	5660	6508	4186	6227	4200	793	1041
GSTT2	GSTT2	16.688	26.676	22.263	4.54	9.393	16.19	14.763	16.859	2.648	13.646
GSTT2B	GSTT2B	177.312	111.324	194.737	202.46	182.606	145.81	185.238	146.142	25.352	39.354
GSTTP1	GSTTP1	0	0	0	0	0	0	0	0	0	0
GSTZ1	GSTZ1	57	54	126	134	71	92	90	93	6	10
GSX1	GSX1	0	0	0	0	0	0	0	0	0	0
GSX2	GSX2	0	0	0	0	0	2	0	0	0	0
GTDC1	GTDC1	93	100.999	121	117	117	113	155	94	31	39
GTF2A1	GTF2A1	238	262	295.007	279.004	348	203	311	228	278	159
GTF2A1L	GTF2A1L	0	0	0	0	0	0	0	7.735	0	2
GTF2A2	GTF2A2	2842	2637	3127	3268	4260	2533	4080.001	2819	1312.999	712
GTF2B	GTF2B	1514	1155	1156	990	1392	944	1401	1405	248	172
GTF2E1	GTF2E1	150	107	175	106	102	120	145	86	25	53
GTF2E2	GTF2E2	804	682	872	783	837	737	876	501	115	149
GTF2F1	GTF2F1	89	104	104	130	85	114	131	53	39	45
GTF2F2	GTF2F2	4121	3492	4060	4087	5001	3552	4969	2876	654	359
GTF2H1	GTF2H1	1223	1237	1102	984	1286	949	1523	969.001	258	173
GTF2H2	GTF2H2	318.594	248.369	282.148	262.633	404.165	313.18	407.913	187.369	44.115	52.262
GTF2H2B	GTF2H2B	85.307	71.326	83.143	78.301	101.958	80.649	87.461	61.115	28.112	64.038
GTF2H2C	GTF2H2C	681.099	692.304	763.71	657.065	789.877	612.17	927.626	530.516	119.773	61.701
GTF2H3	GTF2H3	391	332	442	401.001	411	315	556	333	86	103
GTF2H4	GTF2H4	6	7	7	10	6	7	11	8	1	5
GTF2H5	GTF2H5	2250	1814	2183	2374	3439	1648	2944	1909	1342	1530
GTF2I	GTF2I	869.39	588.066	1246.368	1045.011	864.049	796.563	1059.317	991.474	388.45	207.142
GTF2IP1	GTF2IP1	194.088	154.382	208.838	271.425	267.84	207.292	388.149	244.907	238.892	264.524
GTF2IRD1	GTF2IRD1	21	13	29	38	29	19	22.001	26	13	28
GTF2IRD1P1	GTF2IRD1P1	118	90	142	142	126	107	120	129	36	79
GTF2IRD2	GTF2IRD2	203.391	182.418	272.018	452.959	312.104	178.867	368.991	267.312	117.737	154.43
GTF2IRD2B	GTF2IRD2B	54.408	43.583	85.982	85.041	69.897	52.133	90.009	67.688	8.264	15.569
GTF3A	GTF3A	4305	3990	5457.998	5770	7524	5298	6649	3598	1077	955
GTF3C1	GTF3C1	53	38	93	83	56.034	83	112	81	18	72
GTF3C2	GTF3C2	54	67	86	84	70	62	79	48	27	61
GTF3C3	GTF3C3	248	212	357	343	231	228	380	228	67	88.001
GTF3C4	GTF3C4	32	37	24	17	41	33	51	32	10	10
GTF3C5	GTF3C5	94	61	98	93	51	95.005	71	42	12	62
GTF3C6	GTF3C6	4074	3550	4371	4675	5912	3536	4927	4282	1281	730
GTPBP1	GTPBP1	38	35	30	23	32	28	18	16	3	16
GTPBP10	GTPBP10	974	896	901	688	1068	616	929	797	284	206
GTPBP2	GTPBP2	125	121	139	98	74	114	84	70	19	41
GTPBP3	GTPBP3	31	12	32	28	19	26	33	10	10	26
GTPBP4	GTPBP4	1075	914	1218	1128	1398	1124	1926	822	150	149
GTPBP6	GTPBP6	40	43	69	63	35	73	49	27	6	43
GTPBP6-2	GTPBP6	0	0	0	0	0	0	0	0	0	0
GTPBP8	GTPBP8	206.001	230	226	282	311.999	229	292.001	218	38	71
GTSCR1	GTSCR1	0	0	0	0	0	0	0	0	0	0
GTSE1	GTSE1	205	105	198	302	114	192	196	112	111	149
GTSE1-AS1	GTSE1-AS1	2	0	0	1	0	1	0	0	0	1
GTSF1	GTSF1	0	0	0	0	0	0	0	0	0	0
GTSF1L	GTSF1L	0	0	0	0	0	1	6	0	0	0
GUCA1A	GUCA1A	0	1	3	1	0	0	1	2	0	0
GUCA1B	GUCA1B	5	1	0	3	3	0	0	1	0	1
GUCA1C	GUCA1C	0	0	0	0	0	0	0	0	0	0
GUCA2A	GUCA2A	0	0	0	0	0	0	0	0	0	1
GUCA2B	GUCA2B	0	0	0	0	0	0	0	0	0	0
GUCD1	GUCD1	104	70	105	89	53	110	92	36	27	47
GUCY1A2	GUCY1A2	93	124	255	279	264	178	283	259	42	36
GUCY1A3	GUCY1A3	14	12	47	31	18	16	45	32	23	7
GUCY1B2	GUCY1B2	0	0	0	0	0	0	0	0	1	0
GUCY1B3	GUCY1B3	114	96	210	205	126	122	172	190	52	48
GUCY2C	GUCY2C	0	0	0	0	0	0	0	0	1	0
GUCY2D	GUCY2D	0	0	0	0	0	0	0	0	0	0
GUCY2EP	GUCY2EP	0	0	0	0	0	0	0	0	0	0
GUCY2F	GUCY2F	0	0	0	0	0	0	0	0	0	0
GUCY2GP	GUCY2GP	0	0	0	0	0	0	0	0	0	0
GUF1	GUF1	141	144	160	159	203	121	176	131	70	46
GUK1	GUK1	2417.001	2155	3027.001	3440.001	2972	2430.999	3072	2130	392	962
GULP1	GULP1	244.999	262.001	291	316	282	234	258	233.001	130	98
GUSB	GUSB	587.96	434	698	736.942	296	492	497.999	373	109	136.95
GUSBP1	GUSBP1	49.447	55.273	49.468	61.419	54.863	59.457	53.147	45.666	8	9.126
GUSBP10	GUSBP10	0	0	0	0	0	0	0	0	0	0
GUSBP11	GUSBP11	18	17	15	21	7	9	10	9.185	4	7
GUSBP2	GUSBP2	4.306	0	1.251	5.592	0	0	3.268	0	1.186	0
GUSBP3	GUSBP3	0	0	4.859	3.354	1.662	4.025	3.275	2.279	0	2
GUSBP4	GUSBP4	1.091	4	7	6.59	3.11	3.186	4	2.592	0	0
GUSBP5	GUSBP5	0	1	0	0	0	0	0	0	0	0
GUSBP9	GUSBP9	0	0	0	0	0	0	0	0	0	0
GVINP1	GVINP1	3	0	0	0	0	0	0	0	0	0
GXYLT1	GXYLT1	299	235	358	316	293	187	310	214	91	89
GXYLT2	GXYLT2	9	7	29	32	14	20	41	23	26	18
GYG1	GYG1	642.999	506	642	663	727.001	642	911.001	470	215	243
GYG2	GYG2	0	1	1	0	0	0	0	0	0	0
