"","CBA_001","CBA_002","CBA_004","CBA_005","CBA_007","CBA_008"
"RAB11FIP5",35,41,26,36,26,24
"RAB12",27,17,38,27,20,28
"RAB13",1096,1049,1763,1436,1252,985
"RAB14",1353,859,1454,1202,1436,982
"RAB15",24,16,20,12,29,4
"RAB17",0,0,0,0,0,0
"RAB18",4527,3591,4330,5689,6289,4503
"RAB19",0,0,0,0,0,0
"RAB1A",4078,3474,5325,5902,6662,4095
"RAB1B",143,129,179,126,194,116
"RAB20",25,15,9,6,17,11
"RAB21",287,274,269,304,361,253
"RAB22A",1242,1097,1425,1100,1489,835
"RAB23",517,350,516,609,496,357
"RAB24",110,104,108,74,123,71
"RAB25",0,1,0,0,0,0
"RAB26",5,0,9,3,2,5
"RAB27A",313,249,379,505,464,271
"RAB27B",1295,1005,568,997,703,468
"RAB28",255,201,339,299,320,233
"RAB2A",1722,1435,2154,2186,2207,1265
"RAB2B",100,80,100,69,79,84
"RAB30",88,76,119,172,150,130
"RAB30-AS1",212,199,213,292,291,212
"RAB31",1008,883,1182,1005,1149,720
"RAB32",1338,1234,1366,2080,2192,931
"RAB33A",78,43,80,103,125,52
"RAB33B",105,126,102,117,148,107
"RAB34",570,457,922,635,714,438
"RAB35",21,21,31,20,28,12
"RAB36",26,13,36,13,38,23
"RAB37",1,2,1,3,2,5
"RAB38",277,240,295,283,250,185
"RAB39A",7,4,2,2,2,1
"RAB39B",8,12,8,13,6,21
"RAB3A",2,8,14,6,10,6
"RAB3B",233,274,169,304,343,78
"RAB3C",2,2,2,0,0,0
"RAB3D",73,77,101,148,134,72
"RAB3GAP1",200,118,166,206,301,194
"RAB3GAP2",478,371,433,518,610,350
"RAB3IL1",4,9,4,4,9,8
"RAB3IP",153,122,205,180,136,126
"RAB40A",4,0,3,0,0,2
"RAB40AL",2,0,1,2,0,0
"RAB40B",31,17,56,31,50,32
"RAB40C",8,10,13,5,12,3
"RAB41",0,0,1,1,0,0
"RAB42",24,22,18,11,18,16
"RAB43",12,19,12,0,0,3
"RAB44",0,2,0,0,0,0
"RAB4A",283,204,562,434,430,326
"RAB4B",56,48,70,59,44,55
"RAB4B-EGLN2",0,0,0,0,0,0
"RAB5A",875,625,922,870,981,793
"RAB5B",103,102,169,141,156,131
"RAB5C",388,382,477,300,357,213
"RAB6A",1356,909,1264,1162,1378,839
"RAB6B",17,14,13,18,22,4
"RAB6C",0,1,0,1,0,0
"RAB6C-AS1",0,0,2,0,0,0
"RAB7A",2814,2478,3354,3226,4179,2268
"RAB7B",35,26,81,32,28,28
"RAB7L1",331,272,271,255,321,189
"RAB8A",1758,1253,2163,1863,2266,1514
"RAB8B",2167,1717,1405,1712,2150,926
"RAB9A",1780,1617,1113,1325,1312,1206
"RAB9B",16,5,33,12,12,23
"RAB9BP1",0,0,0,0,0,0
"RABAC1",991,894,1122,1257,1094,919
"RABEP1",477,431,501,583,601,413
"RABEP2",11,1,15,8,8,8
"RABEPK",292,247,437,481,588,191
"RABGAP1",270,210,373,221,352,353
"RABGAP1L",215,171,276,260,327,184
"RABGEF1",853,719,875,834,1025,653
"RABGGTA",54,48,78,48,64,33
"RABGGTB",628,597,532,850,765,510
"RABIF",1014,699,922,1147,1037,724
"RABL2A",21,18,39,34,28,28
"RABL2B",134,72,212,103,151,105
"RABL3",643,557,649,724,874,489
"RABL5",976,854,1297,1417,1465,987
"RABL6",42,38,65,46,64,26
"RAC1",9383,8129,10036,10339,10914,6741
"RAC2",1,1,0,0,0,4
"RAC3",10,0,2,2,6,3
"RACGAP1",164,98,303,148,247,152
"RACGAP1P",0,0,0,0,0,0
"RAD1",547,467,477,547,553,461
"RAD17",381,301,421,420,440,337
"RAD18",555,385,561,551,590,454
"RAD21",1356,959,1686,1502,1536,1332
"RAD21-AS1",3,2,1,3,1,9
"RAD21L1",2,4,3,2,3,6
"RAD23A",868,846,1360,1143,1346,720
"RAD23B",393,343,401,535,493,313
"RAD50",543,468,656,541,823,461
"RAD51",248,186,287,206,292,238
"RAD51-AS1",7,8,11,9,11,1
"RAD51AP1",1001,736,990,761,727,917
"RAD51AP2",1,1,13,7,9,6
"RAD51B",190,140,144,156,165,173
"RAD51C",884,574,1058,1075,925,965
"RAD51D",52,34,45,40,41,20
"RAD51L3-RFFL",0,25,0,0,45,0
"RAD52",23,28,25,28,36,19
"RAD54B",587,354,694,539,619,546
"RAD54L",55,36,72,32,43,25
"RAD54L2",47,41,36,25,48,29
"RAD9A",102,124,205,157,142,93
"RAD9B",16,22,26,15,10,22
"RADIL",0,0,0,0,0,0
"RAE1",1800,1658,2303,2073,2563,1680
"RAET1E",4,3,2,0,0,6
"RAET1E-AS1",14,14,24,10,18,12
"RAET1G",212,157,154,112,131,173
"RAET1K",3,1,0,4,2,3
"RAET1L",7,8,1,4,3,2
"RAF1",289,204,337,278,273,182
"RAG1",6,4,3,4,3,2
"RAG2",2,0,1,0,0,0
"RAI1",16,18,20,21,11,11
"RAI14",520,455,493,638,936,333
"RAI2",0,0,0,0,0,0
"RALA",1409,1429,1031,1296,1326,692
"RALB",686,625,718,572,894,284
"RALBP1",251,244,383,267,391,193
"RALGAPA1",169,141,146,121,169,136
"RALGAPA1P",24,29,18,21,17,17
"RALGAPA2",52,36,104,72,101,55
"RALGAPB",400,332,482,417,478,331
"RALGDS",14,16,29,16,30,19
"RALGPS1",15,14,39,17,30,25
"RALGPS2",649,558,325,717,694,206
"RALY",876,773,1557,828,1158,710
"RALYL",3,1,0,0,0,0
"RAMP1",41,37,33,37,27,47
"RAMP2",81,65,102,103,83,108
"RAMP2-AS1",1,1,3,1,0,0
"RAMP3",0,0,0,0,1,0
"RAN",13574,11438,13349,18632,17630,10465
"RANBP1",11888,10217,11239,15001,13313,8164
"RANBP10",7,17,19,15,13,13
"RANBP17",0,0,0,0,0,0
"RANBP2",611,474,668,724,877,577
"RANBP3",33,61,45,49,75,37
"RANBP3L",1,0,12,0,6,25
"RANBP6",275,251,345,254,338,299
"RANBP9",373,299,473,476,390,447
"RANGAP1",85,66,70,52,90,40
"RANGRF",490,389,582,738,729,386
"RAP1A",578,510,555,719,719,440
"RAP1B",5436,4795,6064,7356,7657,4720
"RAP1GAP",0,1,0,1,0,0
"RAP1GAP2",21,20,15,18,34,6
"RAP1GDS1",697,588,570,782,977,412
"RAP2A",587,483,608,846,760,426
"RAP2B",150,151,225,211,220,120
"RAP2C",1081,986,923,1253,1308,889
"RAP2C-AS1",22,20,10,12,18,10
"RAPGEF1",24,34,43,37,62,20
"RAPGEF2",110,111,91,150,141,148
"RAPGEF3",0,1,0,0,0,1
"RAPGEF4",1,6,0,1,0,1
"RAPGEF4-AS1",4,0,3,0,0,0
"RAPGEF5",1,1,6,1,2,3
"RAPGEF6",104,134,144,94,147,114
"RAPGEFL1",3,2,1,4,4,1
"RAPH1",245,218,267,330,362,228
"RAPSN",0,0,0,0,0,0
"RARA",23,25,44,21,59,39
"RARA-AS1",21,13,38,29,63,52
"RARB",57,23,7,43,129,24
"RARG",16,8,23,15,15,18
"RARRES1",3,4,23,6,3,13
"RARRES2",6,6,14,7,17,29
"RARRES3",747,406,366,148,456,1279
"RARS",2099,1409,2163,2411,2819,1562
"RARS2",1016,824,1453,1558,1515,1334
"RASA1",1175,806,950,1071,1144,793
"RASA2",396,342,322,491,566,341
"RASA3",52,44,80,65,66,52
"RASA4",5,2,10,6,5,7
"RASA4B",0,0,0,0,0,0
"RASA4CP",0,0,0,0,0,0
"RASAL1",0,0,0,0,0,0
"RASAL2",227,193,99,220,242,154
"RASAL2-AS1",0,1,2,2,7,8
"RASAL3",1,0,0,0,0,1
"RASD1",7,1,8,0,5,4
"RASD2",0,1,0,0,0,0
"RASEF",124,85,36,46,52,61
"RASGEF1A",6,7,5,12,14,6
"RASGEF1B",2,0,0,0,0,0
"RASGEF1C",1,2,0,0,0,0
"RASGRF1",4,0,1,1,1,0
"RASGRF2",2,6,2,1,3,4
"RASGRP1",1,4,1,0,3,0
"RASGRP2",0,0,2,0,0,1
"RASGRP3",143,101,45,49,60,88
"RASGRP4",0,0,0,2,0,0
"RASIP1",0,1,1,1,2,2
"RASL10A",0,1,0,0,0,1
"RASL10B",2,0,4,6,6,0
"RASL11A",0,0,1,0,0,0
"RASL11B",0,1,0,0,1,0
"RASL12",0,0,0,0,0,0
"RASSF1",138,160,130,126,135,81
"RASSF1-AS1",5,9,9,18,3,6
"RASSF10",0,0,0,0,0,0
"RASSF2",3,8,6,15,10,11
"RASSF3",50,32,44,41,46,15
"RASSF4",31,30,68,31,54,36
"RASSF5",36,13,34,30,21,24
"RASSF6",54,56,60,28,35,8
"RASSF7",33,27,33,26,55,23
"RASSF8",702,583,638,705,812,794
"RASSF8-AS1",41,38,34,30,53,38
"RASSF9",111,121,88,118,111,112
"RAVER1",43,37,50,65,66,42
"RAVER2",130,101,126,113,126,90
"RAX",0,0,0,0,0,0
"RAX2",0,0,0,0,0,0
"RB1",2366,1598,2588,2489,2943,2376
"RB1CC1",359,334,428,525,612,371
"RBAK",241,172,213,269,235,248
"RBAK-RBAKDN",0,0,4,0,0,0
"RBAKDN",0,0,0,0,0,0
"RBBP4",3570,2853,4842,3916,5141,3623
"RBBP5",241,205,235,189,291,193
"RBBP6",608,485,569,501,694,537
"RBBP7",2898,2120,4177,2486,3471,2403
"RBBP8",973,750,1115,1122,1165,823
"RBBP8NL",0,0,0,0,0,0
"RBBP9",152,107,280,174,244,176
"RBCK1",692,565,340,308,447,291
"RBFA",186,140,209,222,277,102
"RBFADN",0,2,1,4,1,0
"RBFOX1",0,0,0,0,4,0
"RBFOX2",1262,1041,1411,1137,1409,717
"RBFOX3",0,0,0,0,0,0
"RBKS",110,88,130,108,138,114
"RBL1",545,431,521,531,599,424
"RBL2",144,93,286,205,230,174
"RBM10",42,62,55,52,83,38
"RBM11",0,0,0,0,1,0
"RBM12",273,252,275,295,328,240
"RBM12B",103,77,70,63,77,70
"RBM12B-AS1",3,7,6,5,3,2
"RBM14",64,64,85,63,83,52
"RBM14-RBM4",25,48,36,37,25,22
"RBM15",53,47,32,37,44,22
"RBM15B",80,80,144,108,152,108
"RBM17",744,645,821,650,794,533
"RBM18",1154,1186,1071,1357,1505,1044
"RBM19",42,37,39,46,43,49
"RBM20",1,0,0,0,2,0
"RBM22",354,297,425,285,453,306
"RBM23",238,223,423,213,365,292
"RBM24",23,50,11,11,42,8
"RBM25",1233,1100,1502,1149,1783,1089
"RBM26",971,870,769,1029,910,796
"RBM26-AS1",21,19,20,15,16,19
"RBM27",176,186,230,222,297,159
"RBM28",253,274,289,237,400,187
"RBM3",1458,1395,1823,2137,2384,1315
"RBM33",141,149,174,144,187,121
"RBM34",1829,1475,1818,2099,1998,1670
"RBM38",18,18,19,11,38,26
"RBM39",3687,3816,3453,3501,4010,3469
"RBM4",732,675,1174,883,1060,832
"RBM41",294,267,335,318,392,293
"RBM42",178,210,218,141,250,109
"RBM43",81,37,80,35,79,78
"RBM44",10,7,4,14,8,2
"RBM45",163,104,189,190,191,146
"RBM46",0,1,0,0,0,0
"RBM47",130,87,99,114,105,71
"RBM48",924,1079,809,866,921,936
"RBM4B",202,208,320,252,280,259
"RBM5",190,176,329,191,294,228
"RBM5-AS1",9,15,19,12,15,21
"RBM6",217,192,333,282,294,293
"RBM7",1844,1635,1312,1636,1916,1549
"RBM8A",4675,4052,5141,6258,5629,4403
"RBMS1",730,592,516,660,880,546
"RBMS2",134,127,82,98,138,90
"RBMS3",501,434,389,684,689,295
"RBMS3-AS2",0,0,0,0,0,0
"RBMS3-AS3",31,40,15,27,33,16
"RBMX",1181,882,1595,1224,1318,1177
"RBMX2",368,238,449,381,368,318
"RBMXL1",279,290,220,251,271,226
"RBMXL2",0,0,0,0,0,0
"RBMXL3",2,0,0,0,0,0
"RBMY1A1",0,0,0,0,0,0
"RBMY1A3P",0,0,0,0,0,0
"RBMY1B",0,0,0,0,0,0
"RBMY1D",0,0,0,0,0,0
"RBMY1E",0,0,0,0,0,0
"RBMY1F",0,0,0,0,0,0
"RBMY1J",0,0,0,0,0,0
"RBMY3AP",0,0,0,0,0,0
"RBP1",3,0,10,4,8,53
"RBP2",1,0,0,0,0,0
"RBP3",0,0,0,0,0,0
"RBP4",1,0,0,0,0,0
"RBP5",0,0,0,0,0,3
"RBP7",39,44,51,49,50,46
"RBPJ",1055,973,1027,1175,1285,825
"RBPJL",0,0,0,0,0,0
"RBPMS",94,121,100,152,172,69
"RBPMS-AS1",16,17,8,14,13,3
"RBPMS2",0,0,1,3,0,1
"RBX1",6304,4465,5918,7357,6305,5785
"RC3H1",318,170,168,200,294,170
"RC3H2",146,133,152,146,172,173
"RCAN1",2202,2016,1365,2833,2444,865
"RCAN2",189,58,174,119,69,83
"RCAN3",137,78,94,117,184,46
"RCAN3AS",1,0,0,0,2,1
"RCBTB1",430,318,429,436,369,343
"RCBTB2",164,110,219,135,171,199
"RCC1",69,49,88,46,66,35
"RCC2",126,101,130,119,108,114
"RCCD1",22,12,57,27,33,21
"RCE1",90,63,104,90,114,67
"RCHY1",434,413,472,674,580,519
"RCL1",267,242,225,271,277,164
"RCN1",2198,1740,1985,1829,2132,1287
"RCN2",1930,1616,3246,2643,2816,2156
"RCN3",26,22,43,22,59,51
"RCOR1",188,175,148,211,171,123
"RCOR2",0,0,1,0,0,0
"RCOR3",351,293,397,367,457,433
"RCSD1",1,0,0,0,0,0
"RCVRN",0,0,2,0,0,0
"RD3",0,0,0,0,0,2
"RD3L",0,0,0,0,0,0
"RDH10",108,92,97,93,66,102
"RDH11",1327,909,1782,1204,1618,984
"RDH12",0,0,0,2,0,0
"RDH13",13,8,10,7,4,6
"RDH14",416,396,373,280,288,211
"RDH16",1,0,1,0,0,0
"RDH5",27,29,166,25,47,83
"RDH8",0,3,0,0,0,0
"RDM1",14,6,24,11,15,18
"RDX",1890,1549,2073,2321,2384,1575
"REC8",14,7,2,4,7,17
"RECK",174,140,193,250,260,120
"RECQL",3164,2327,3196,3305,3768,3099
"RECQL4",11,6,7,5,15,6
"RECQL5",21,27,19,6,28,15
"REEP1",82,48,136,158,153,87
"REEP2",5,5,8,7,11,5
"REEP3",1997,1666,2133,2644,2587,1693
"REEP4",82,46,139,40,111,39
"REEP5",2695,2370,2442,3021,3389,1950
"REEP6",6,3,13,1,10,8
"REG1A",0,0,0,0,0,3
"REG1B",0,0,2,0,0,0
"REG1P",0,1,0,0,0,1
"REG3A",1,0,0,0,0,0
"REG3G",0,0,0,0,0,0
"REG4",0,1,1,0,0,0
"REL",12,16,9,11,13,11
"RELA",96,74,119,87,141,64
"RELB",17,21,7,12,24,12
"RELL1",145,118,208,250,177,172
"RELL2",12,16,12,6,14,12
"RELN",13,12,5,20,2,2
"RELT",15,8,16,7,15,3
"REM1",4,2,9,2,6,2
"REM2",0,1,0,0,0,1
"REN",0,0,0,0,0,0
"RENBP",0,0,0,0,0,0
"REP15",0,3,3,3,5,2
"REPIN1",67,55,71,86,84,49
"REPS1",216,157,196,203,185,137
"REPS2",11,25,18,15,14,12
"RER1",2233,1831,2593,2818,2847,1985
"RERE",151,147,191,144,197,185
"REREP3",0,0,0,0,0,0
"RERG",8,1,10,6,10,8
"RERG-AS1",0,0,0,0,0,0
"RERGL",6,9,0,0,0,0
"RESP18",0,0,0,0,0,0
"REST",511,480,407,436,514,315
"RET",0,0,0,0,0,0
"RETN",0,0,0,0,0,0
"RETNLB",0,0,0,0,0,0
"RETSAT",13,7,11,7,16,6
"REV1",155,121,183,158,202,159
"REV3L",271,249,291,325,287,390
"REXO1",3,8,3,4,11,2
"REXO1L1P",17,4,2,3,1,4
"REXO1L2P",0,0,0,0,0,0
"REXO2",1598,1553,2053,2614,2426,1536
"REXO4",74,83,94,84,105,63
"RFC1",525,417,657,509,740,475
"RFC2",1101,981,1423,1287,1348,967
"RFC3",1351,1031,1689,1226,1182,1236
"RFC4",1427,1166,1543,1781,1711,1292
"RFC5",376,315,546,339,409,226
"RFESD",100,96,87,77,81,80
"RFFL",153,78,168,157,104,144
"RFK",1270,1061,1352,1260,1275,852
"RFNG",19,29,18,15,19,11
"RFPL1",2,1,0,0,1,0
"RFPL1S",2,0,0,0,0,0
"RFPL2",0,1,0,0,0,2
"RFPL3",2,3,4,0,3,0
"RFPL3S",8,2,11,0,2,2
"RFPL4A",2,0,0,1,0,0
"RFPL4AL1",0,0,0,0,0,0
"RFPL4B",0,5,3,1,0,2
"RFT1",233,194,260,220,311,151
"RFTN1",7,11,8,16,31,13
"RFTN2",1,0,1,1,0,0
"RFWD2",215,164,260,231,228,195
"RFWD3",85,90,91,76,74,77
"RFX1",6,12,10,15,9,9
"RFX2",14,22,22,12,21,22
"RFX3",78,69,116,90,114,83
"RFX4",0,0,0,0,0,0
"RFX5",121,81,104,82,71,92
"RFX6",0,0,2,0,0,0
"RFX7",150,90,124,140,150,139
"RFX8",54,39,85,72,69,85
"RFXANK",268,233,454,400,301,229
"RFXAP",85,114,105,119,130,95
"RGAG1",6,4,4,5,3,2
"RGAG4",1,0,2,0,0,1
"RGCC",17,11,34,4,10,33
"RGL1",83,67,120,92,122,68
"RGL2",30,25,40,31,38,36
"RGL3",1,0,2,0,2,2
"RGL4",0,0,1,0,0,0
"RGMA",0,2,4,0,2,2
"RGMB",467,451,208,463,577,204
"RGMB-AS1",13,8,6,9,9,3
"RGN",27,19,60,29,37,61
"RGP1",398,630,341,462,223,1832
"RGPD1",3,5,5,13,2,15
"RGPD2",5,5,0,3,1,0
"RGPD3",2,0,0,3,1,4
"RGPD4",15,7,4,18,9,8
"RGPD4-AS1",0,0,0,0,0,0
"RGPD5",214,93,165,84,240,201
"RGPD6",43,116,97,171,42,47
"RGPD8",28,12,40,59,30,28
"RGR",0,0,1,0,0,9
"RGS1",0,0,1,0,0,0
"RGS10",339,242,275,464,357,177
"RGS11",1,1,0,0,5,2
"RGS12",5,2,13,4,4,5
"RGS13",1,0,0,0,0,0
"RGS14",16,15,23,17,11,12
"RGS16",66,17,232,92,72,142
"RGS17",497,516,267,345,291,180
"RGS18",0,1,0,0,0,0
"RGS19",108,89,142,135,134,84
"RGS2",324,184,370,317,419,552
"RGS20",271,199,177,176,274,69
"RGS21",0,0,0,0,0,0
"RGS22",1,4,17,1,2,10
"RGS3",360,338,541,448,668,315
"RGS4",2640,2407,2184,3119,3445,1178
"RGS5",100,84,100,113,64,94
"RGS6",0,0,1,0,0,1
"RGS7",6,1,0,2,1,0
"RGS7BP",2,0,0,0,0,0
"RGS8",1,0,0,4,1,2
"RGS9",2,0,0,1,0,0
"RGS9BP",0,0,2,2,0,0
"RGSL1",0,0,0,0,0,0
"RHAG",6,2,11,8,10,15
"RHBDD1",125,113,124,117,144,93
"RHBDD2",797,600,1112,633,894,727
"RHBDD3",43,54,57,17,53,32
"RHBDF1",51,56,70,52,68,28
"RHBDF2",5,14,10,12,16,4
"RHBDL1",5,4,11,4,2,5
"RHBDL2",27,21,38,19,44,22
"RHBDL3",10,4,12,6,16,14
"RHBG",0,0,2,0,0,0
"RHCE",664,510,562,494,702,373
"RHCG",0,0,0,0,0,0
"RHD",2,3,0,0,4,1
"RHEB",10672,10687,10697,12846,13266,8608
"RHEBL1",69,52,20,14,40,29
"RHEBP2",134,155,139,148,153,126
"RHNO1",918,665,1445,1029,1009,960
"RHO",0,1,0,1,0,0
"RHOA",6235,5225,8111,7787,9692,4937
"RHOB",47,42,21,67,61,58
"RHOBTB1",41,48,98,64,61,83
"RHOBTB2",14,7,9,18,11,16
"RHOBTB3",269,283,304,356,308,245
"RHOC",5243,4403,6374,7073,7354,4028
"RHOD",4,4,3,5,7,2
"RHOF",1,7,7,7,10,3
"RHOG",330,272,407,330,384,214
"RHOH",0,1,0,0,2,2
"RHOJ",40,14,89,80,96,102
"RHOQ",449,409,430,601,518,409
"RHOT1",373,204,368,243,333,197
"RHOT2",42,43,38,21,36,19
"RHOU",21,10,14,6,1,7
"RHOV",1,4,7,5,2,3
"RHOXF1",0,0,0,0,0,0
"RHOXF2",0,1,0,0,0,0
"RHOXF2B",0,0,0,0,0,0
"RHPN1",2,1,1,0,2,1
"RHPN1-AS1",0,0,2,2,2,1
"RHPN2",15,11,6,16,28,10
"RIBC1",16,13,19,9,11,9
"RIBC2",0,0,0,0,0,0
"RIC3",12,7,5,4,6,9
"RIC8A",149,120,163,137,156,87
"RIC8B",89,103,103,66,65,68
"RICTOR",844,679,321,597,524,397
"RIF1",731,606,587,737,931,648
"RIIAD1",3,2,6,6,2,7
"RILP",32,26,62,37,42,46
"RILPL1",34,13,16,24,26,12
"RILPL2",42,37,86,35,44,44
"RIMBP2",1,0,0,0,0,0
"RIMBP3",0,3,0,0,0,0
"RIMBP3B",2,0,1,2,3,0
"RIMBP3C",0,0,0,0,0,0
"RIMKLA",2,0,8,3,5,3
"RIMKLB",193,147,130,147,206,174
"RIMS1",66,46,41,133,81,20
"RIMS2",0,0,0,0,0,0
"RIMS3",2,4,2,1,1,3
"RIMS4",0,1,1,0,0,0
"RIN1",3,11,34,15,28,6
"RIN2",434,402,352,444,387,291
"RIN3",7,2,6,17,6,5
"RING1",25,19,27,38,31,32
"RINL",3,10,10,7,8,5
"RINT1",1131,863,1156,1155,1297,938
"RIOK1",493,392,670,579,728,358
"RIOK2",1269,1166,1000,1452,1389,955
"RIOK3",477,503,451,497,586,427
"RIPK1",168,84,152,91,159,121
"RIPK2",627,645,307,385,581,233
"RIPK3",0,0,0,1,0,0
"RIPK4",0,2,0,1,0,1
"RIPPLY1",0,0,0,0,0,0
"RIPPLY2",48,56,53,66,51,40
"RIPPLY3",4,0,7,1,1,5
"RIT1",663,513,574,615,823,575
"RIT2",2,0,0,0,0,0
"RITA1",70,50,106,51,85,39
"RLBP1",0,0,0,0,1,3
"RLF",127,107,119,84,165,158
"RLIM",428,366,492,436,650,457
"RLN1",4,5,8,4,2,1
"RLN2",4,7,3,2,0,1
"RLN3",0,0,0,0,0,0
"RLTPR",0,0,0,3,1,0
"RMDN1",586,496,710,743,627,523
"RMDN2",92,68,120,124,118,125
"RMDN2-AS1",0,0,0,0,0,0
"RMDN3",103,89,144,98,114,63
"RMI1",770,525,933,925,878,702
"RMI2",245,175,328,163,189,186
"RMND1",557,540,517,619,552,423
"RMND5A",137,101,117,117,146,93
"RMND5B",42,26,67,43,42,18
"RMRP",2,0,4,2,0,1
"RMST",0,0,0,0,0,0
"RN7SK",88,67,61,62,52,47
"RN7SL1",490,496,256,378,311,246
"RN7SL2",133,141,62,73,69,63
"RNA18S5",9904,10367,11196,9196,12239,9352
"RNA28S5",7266,7358,7425,3821,7166,4714
"RNA45S5",283,303,168,176,210,229
"RNA5-8S5",23,32,9,12,7,12
"RNA5S1",0,0,0,0,0,0
"RNA5S10",0,0,0,0,0,0
"RNA5S11",0,0,0,0,0,0
"RNA5S12",0,0,0,0,0,0
"RNA5S13",0,0,0,0,0,0
"RNA5S14",0,0,0,0,0,0
"RNA5S15",0,0,0,0,0,0
"RNA5S16",0,0,0,0,0,0
"RNA5S17",0,0,0,0,0,0
"RNA5S2",0,0,0,0,0,0
"RNA5S3",0,0,0,0,0,0
"RNA5S4",0,0,0,0,0,0
"RNA5S5",0,0,0,0,0,0
"RNA5S6",0,0,0,0,0,0
"RNA5S7",0,0,0,0,0,0
"RNA5S8",0,0,0,0,0,0
"RNA5S9",0,0,0,0,0,0
"RNASE1",0,0,0,0,0,0
"RNASE10",0,0,0,0,0,0
"RNASE11",0,0,0,0,0,0
"RNASE12",0,0,0,0,0,0
"RNASE13",1,0,0,0,0,0
"RNASE2",0,0,0,0,0,1
"RNASE3",0,0,4,0,0,0
"RNASE4",60,24,77,83,82,87
"RNASE6",0,0,0,0,0,0
"RNASE7",0,2,0,0,0,0
"RNASE8",0,0,0,0,0,0
"RNASE9",1,1,0,0,0,0
"RNASEH1",305,304,359,326,424,220
"RNASEH1-AS1",71,99,117,96,142,81
"RNASEH2A",757,541,1016,726,697,579
"RNASEH2B",2708,2003,3203,3541,3059,2443
"RNASEH2B-AS1",2,2,3,3,2,7
"RNASEH2C",413,375,549,540,439,318
"RNASEK",3505,3047,3031,4087,3625,2827
"RNASEK-C17orf49",0,2,0,2,0,0
"RNASEL",40,30,43,14,40,40
"RNASET2",129,109,148,66,108,79
"RND1",0,0,0,0,0,0
"RND2",1,1,2,1,4,7
"RND3",7381,6255,1433,3447,4683,4080
"RNF10",211,170,221,210,294,149
"RNF103",90,103,106,88,92,105
"RNF103-CHMP3",12,0,0,0,0,0
"RNF11",1039,948,976,1370,1201,779
"RNF111",199,120,142,164,138,125
"RNF112",1,2,5,7,2,9
"RNF113A",171,228,204,202,251,190
"RNF113B",0,0,0,0,0,0
"RNF114",1689,1367,1135,1157,1302,945
"RNF115",509,467,469,521,507,360
"RNF121",74,40,83,72,65,49
"RNF122",2,0,0,0,5,1
"RNF123",10,19,29,13,23,16
"RNF125",2,0,1,3,3,2
"RNF126",153,141,225,188,191,128
"RNF126P1",0,0,0,0,1,0
"RNF128",0,1,6,2,2,6
"RNF13",1211,904,1207,1243,1456,1345
"RNF130",486,490,1028,716,812,787
"RNF133",0,0,0,0,0,0
"RNF135",57,45,81,34,72,32
"RNF138",800,785,611,770,763,569
"RNF138P1",2,1,4,7,4,4
"RNF139",365,355,336,349,430,357
"RNF139-AS1",4,8,0,9,3,2
"RNF14",486,462,667,559,759,465
"RNF141",258,189,366,305,419,284
"RNF144A",42,26,50,33,39,33
"RNF144A-AS1",0,0,0,0,0,1
"RNF144B",10,33,2,17,30,5
"RNF145",200,177,217,254,246,223
"RNF146",170,181,136,129,182,123
"RNF148",1,0,1,0,0,0
"RNF149",590,322,287,181,280,183
"RNF150",18,14,18,13,25,32
"RNF151",0,0,0,0,0,0
"RNF152",2,2,1,2,8,4
"RNF157",8,2,15,12,21,1
"RNF157-AS1",0,0,1,0,0,0
"RNF165",0,0,0,0,0,0
"RNF166",17,13,19,18,10,5
"RNF167",148,114,203,144,127,111
"RNF168",146,119,207,186,188,158
"RNF169",163,137,158,138,144,81
"RNF17",0,0,0,0,0,0
"RNF170",375,316,471,451,545,363
"RNF175",0,0,5,3,1,5
"RNF180",14,30,13,8,33,10
"RNF181",1752,1345,1603,2358,2044,1374
"RNF182",219,162,227,236,301,132
"RNF183",0,0,0,0,0,0
"RNF185",121,80,97,75,83,76
"RNF186",0,0,0,0,0,0
"RNF187",70,66,135,96,153,56
"RNF19A",307,288,323,250,459,302
"RNF19B",105,85,39,43,60,42
"RNF2",516,431,558,655,699,414
"RNF20",230,165,338,267,343,200
"RNF207",5,3,6,8,12,9
"RNF208",0,0,1,1,0,2
"RNF212",1,0,0,0,0,0
"RNF213",323,268,239,281,274,208
"RNF214",54,65,89,62,104,66
"RNF215",2,3,1,0,1,0
"RNF216",397,372,614,460,747,507
"RNF216-IT1",0,0,0,0,0,0
"RNF216P1",358,333,376,467,461,311
"RNF217",260,155,187,290,287,178
"RNF219",1228,1020,1036,1057,1332,909
"RNF219-AS1",396,289,374,337,420,290
"RNF220",186,172,165,142,130,96
"RNF222",0,0,0,0,0,0
"RNF223",0,0,0,0,0,0
"RNF224",0,0,0,1,0,0
"RNF24",2279,1750,2602,1868,2063,1930
"RNF25",114,108,76,79,89,74
"RNF26",25,16,34,22,18,12
"RNF31",21,19,31,10,33,18
"RNF32",1,3,1,0,1,4
"RNF34",680,569,808,716,832,495
"RNF38",417,344,303,352,428,362
"RNF39",3,2,3,1,1,0
"RNF4",319,217,305,204,289,145
"RNF40",58,78,89,52,86,53
"RNF41",93,75,108,90,165,81
"RNF43",0,0,0,0,0,0
"RNF44",19,22,27,24,36,22
"RNF5",435,402,713,502,496,636
"RNF5P1",3,3,10,9,3,12
"RNF6",1905,2107,1537,1755,2079,1431
